Date(UTC),UnixTimeStamp,Value (Wei),Month,Year,ETH,Transactions Per Day,Average Gas In ETH,,,,,,,
5/23/16,1463961600,23047905809,May,2016,2.30479E-08,43806,0.001009637,,,,,,,
5/24/16,1464048000,23390787327,May,2016,2.33908E-08,42911,0.001003722,,,,,,,
5/25/16,1464134400,23119167836,May,2016,2.31192E-08,46443,0.001073724,,,,,,,
5/26/16,1464220800,22614164987,May,2016,2.26142E-08,51147,0.001156647,,,,,,,
5/27/16,1464307200,23740827315,May,2016,2.37408E-08,49006,0.001163443,,,,,,,
5/28/16,1464393600,26746665349,May,2016,2.67467E-08,70148,0.001876225,,,,,,,
5/29/16,1464480000,23677018969,May,2016,2.3677E-08,45890,0.001086538,,,,,,,
5/30/16,1464566400,23145863918,May,2016,2.31459E-08,42927,0.000993583,,,,,,,
5/31/16,1464652800,22735089093,May,2016,2.27351E-08,44386,0.00100912,,,,,,,
6/1/16,1464739200,22687558792,June,2016,2.26876E-08,42221,0.000957891,,,,,,,
6/2/16,1464825600,22831513081,June,2016,2.28315E-08,39666,0.000905635,,,,,,,
6/3/16,1464912000,22754854055,June,2016,2.27549E-08,39834,0.000906417,,,,,,,
6/4/16,1464998400,22562926511,June,2016,2.25629E-08,37875,0.000854571,,,,,,,
6/5/16,1465084800,22634657554,June,2016,2.26347E-08,37896,0.000857763,,,,,,,
6/6/16,1465171200,23217826841,June,2016,2.32178E-08,38957,0.000904497,,,,,,,
6/7/16,1465257600,23737534493,June,2016,2.37375E-08,46141,0.001095274,,,,,,,
6/8/16,1465344000,23042966451,June,2016,2.3043E-08,40433,0.000931696,,,,,,,
6/9/16,1465430400,22658862386,June,2016,2.26589E-08,39854,0.000903046,,,,,,,
6/10/16,1465516800,22804128940,June,2016,2.28041E-08,40145,0.000915472,,,,,,,
6/11/16,1465603200,22375029283,June,2016,2.2375E-08,36901,0.000825661,,,,,,,
6/12/16,1465689600,22951154962,June,2016,2.29512E-08,42581,0.000977283,,,,,,,
6/13/16,1465776000,22759240658,June,2016,2.27592E-08,46185,0.001051136,,,,,,,
6/14/16,1465862400,22856579441,June,2016,2.28566E-08,50335,0.001150486,,,,,,,
6/15/16,1465948800,22714226454,June,2016,2.27142E-08,43251,0.000982413,,,,,,,
6/16/16,1466035200,23212696396,June,2016,2.32127E-08,43392,0.001007245,,,,,,,
6/17/16,1466121600,24632069593,June,2016,2.46321E-08,66558,0.001639461,,,,,,,
6/18/16,1466208000,24843768913,June,2016,2.48438E-08,63083,0.001567219,,,,,,,
6/19/16,1466294400,22736174769,June,2016,2.27362E-08,51035,0.001160341,,,,,,,
6/20/16,1466380800,22691090048,June,2016,2.26911E-08,47118,0.001069159,,,,,,,
6/21/16,1466467200,25068845210,June,2016,2.50688E-08,47323,0.001186333,,,,,,,
6/22/16,1466553600,23017973391,June,2016,2.3018E-08,48615,0.001119019,,,,,,,
6/23/16,1466640000,22617185981,June,2016,2.26172E-08,41908,0.000947841,,,,,,,
6/24/16,1466726400,22376397200,June,2016,2.23764E-08,45331,0.001014344,,,,,,,
6/25/16,1466812800,22497935939,June,2016,2.24979E-08,36684,0.000825314,,,,,,,
6/26/16,1466899200,22141167067,June,2016,2.21412E-08,41613,0.00092136,,,,,,,
6/27/16,1466985600,22312348466,June,2016,2.23123E-08,39663,0.000884975,,,,,,,
6/28/16,1467072000,22584213073,June,2016,2.25842E-08,43089,0.000973131,,,,,,,
6/29/16,1467158400,22918582594,June,2016,2.29186E-08,49897,0.001143569,,,,,,,
6/30/16,1467244800,22446491113,June,2016,2.24465E-08,63952,0.001435498,,,,,,,
7/1/16,1467331200,22618172634,July,2016,2.26182E-08,40085,0.000906649,,,,,,,
7/2/16,1467417600,22174765936,July,2016,2.21748E-08,39257,0.000870515,,,,,,,
7/3/16,1467504000,22438609328,July,2016,2.24386E-08,39757,0.000892092,,,,,,,
7/4/16,1467590400,22445903080,July,2016,2.24459E-08,39950,0.000896714,,,,,,,
7/5/16,1467676800,22791928270,July,2016,2.27919E-08,39270,0.000895039,,,,,,,
7/6/16,1467763200,22376280596,July,2016,2.23763E-08,37900,0.000848061,,,,,,,
7/7/16,1467849600,22363551641,July,2016,2.23636E-08,40433,0.000904225,,,,,,,
7/8/16,1467936000,22368208463,July,2016,2.23682E-08,42506,0.000950783,,,,,,,
7/9/16,1468022400,22412574674,July,2016,2.24126E-08,40410,0.000905692,,,,,,,
7/10/16,1468108800,22296567527,July,2016,2.22966E-08,39358,0.000877548,,,,,,,
7/11/16,1468195200,22505333819,July,2016,2.25053E-08,38582,0.000868301,,,,,,,
7/12/16,1468281600,22440652514,July,2016,2.24407E-08,40811,0.000915825,,,,,,,
7/13/16,1468368000,22106770557,July,2016,2.21068E-08,35740,0.000790096,,,,,,,
7/14/16,1468454400,22324847989,July,2016,2.23248E-08,42809,0.000955704,,,,,,,
7/15/16,1468540800,22150401292,July,2016,2.21504E-08,41110,0.000910603,,,,,,,
7/16/16,1468627200,22453905433,July,2016,2.24539E-08,38062,0.000854641,,,,,,,
7/17/16,1468713600,22385907496,July,2016,2.23859E-08,33914,0.000759196,,,,,,,
7/18/16,1468800000,22194304300,July,2016,2.21943E-08,39198,0.000869972,,,,,,,
7/19/16,1468886400,21817375021,July,2016,2.18174E-08,44184,0.000963979,,,,,,,
7/20/16,1468972800,22553228644,July,2016,2.25532E-08,50631,0.001141893,,,,,,,
7/21/16,1469059200,22496025782,July,2016,2.2496E-08,44882,0.001009667,,,,,,,
7/22/16,1469145600,22388524770,July,2016,2.23885E-08,48458,0.001084903,,,,,,,
7/23/16,1469232000,22644090502,July,2016,2.26441E-08,45006,0.00101912,,,,,,,
7/24/16,1469318400,23334840904,July,2016,2.33348E-08,58215,0.001358438,,,,,,,
7/25/16,1469404800,23055593809,July,2016,2.30556E-08,54856,0.001264738,,,,,,,
7/26/16,1469491200,23802114598,July,2016,2.38021E-08,61930,0.001474065,,,,,,,
7/27/16,1469577600,22886382980,July,2016,2.28864E-08,53035,0.001213779,,,,,,,
7/28/16,1469664000,24336775150,July,2016,2.43368E-08,48555,0.001181672,,,,,,,
7/29/16,1469750400,22951966479,July,2016,2.2952E-08,47243,0.00108432,,,,,,,
7/30/16,1469836800,22341575288,July,2016,2.23416E-08,42011,0.000938592,,,,,,,
7/31/16,1469923200,22551495057,July,2016,2.25515E-08,48749,0.001099363,,,,,,,
8/1/16,1470009600,22560601997,August,2016,2.25606E-08,45978,0.001037291,,,,,,,
8/2/16,1470096000,22679744211,August,2016,2.26797E-08,49041,0.001112237,,,,,,,
8/3/16,1470182400,22667499175,August,2016,2.26675E-08,49475,0.001121475,,,,,,,
8/4/16,1470268800,22424068262,August,2016,2.24241E-08,46761,0.001048572,,,,,,,
8/5/16,1470355200,22709716839,August,2016,2.27097E-08,43212,0.000981332,,,,,,,
8/6/16,1470441600,22261007498,August,2016,2.2261E-08,41487,0.000923542,,,,,,,
8/7/16,1470528000,22143757119,August,2016,2.21438E-08,42955,0.000951185,,,,,,,
8/8/16,1470614400,22238663553,August,2016,2.22387E-08,42984,0.000955907,,,,,,,
8/9/16,1470700800,22880314198,August,2016,2.28803E-08,47057,0.001076679,,,,,,,
8/10/16,1470787200,22839922128,August,2016,2.28399E-08,46290,0.00105726,,,,,,,
8/11/16,1470873600,22430005194,August,2016,2.243E-08,48171,0.001080476,,,,,,,
8/12/16,1470960000,23389186213,August,2016,2.33892E-08,44400,0.00103848,,,,,,,
8/13/16,1471046400,22116282460,August,2016,2.21163E-08,41088,0.000908714,,,,,,,
8/14/16,1471132800,22080023368,August,2016,2.208E-08,40577,0.000895941,,,,,,,
8/15/16,1471219200,22387394758,August,2016,2.23874E-08,42302,0.000947032,,,,,,,
8/16/16,1471305600,22133315567,August,2016,2.21333E-08,48949,0.001083404,,,,,,,
8/17/16,1471392000,22449010538,August,2016,2.2449E-08,44867,0.00100722,,,,,,,
8/18/16,1471478400,22271755769,August,2016,2.22718E-08,47799,0.001064568,,,,,,,
8/19/16,1471564800,23013031811,August,2016,2.3013E-08,42948,0.000988364,,,,,,,
8/20/16,1471651200,22008202022,August,2016,2.20082E-08,41318,0.000909335,,,,,,,
8/21/16,1471737600,22724928781,August,2016,2.27249E-08,42543,0.000966787,,,,,,,
8/22/16,1471824000,22323641612,August,2016,2.23236E-08,44250,0.000987821,,,,,,,
8/23/16,1471910400,22472449180,August,2016,2.24724E-08,48430,0.001088341,,,,,,,
8/24/16,1471996800,22134955112,August,2016,2.2135E-08,46821,0.001036381,,,,,,,
8/25/16,1472083200,21662495420,August,2016,2.16625E-08,49868,0.001080265,,,,,,,
8/26/16,1472169600,22060468684,August,2016,2.20605E-08,47292,0.001043284,,,,,,,
8/27/16,1472256000,22084491734,August,2016,2.20845E-08,47938,0.001058686,,,,,,,
8/28/16,1472342400,22327330954,August,2016,2.23273E-08,42607,0.000951301,,,,,,,
8/29/16,1472428800,22503390990,August,2016,2.25034E-08,45510,0.001024129,,,,,,,
8/30/16,1472515200,21969060645,August,2016,2.19691E-08,46979,0.001032085,,,,,,,
8/31/16,1472601600,22383972827,August,2016,2.2384E-08,45846,0.001026216,,,,,,,
9/1/16,1472688000,22350497450,September,2016,2.23505E-08,47491,0.001061447,,,,,,,
9/2/16,1472774400,21832746445,September,2016,2.18327E-08,55413,0.001209818,,,,,,,
9/3/16,1472860800,22180114518,September,2016,2.21801E-08,44792,0.000993492,,,,,,,
9/4/16,1472947200,23122925314,September,2016,2.31229E-08,48128,0.00111286,,,,,,,
9/5/16,1473033600,22297761925,September,2016,2.22978E-08,42667,0.000951379,,,,,,,
9/6/16,1473120000,22011556383,September,2016,2.20116E-08,49102,0.001080811,,,,,,,
9/7/16,1473206400,22086810764,September,2016,2.20868E-08,48701,0.00107565,,,,,,,
9/8/16,1473292800,22630806155,September,2016,2.26308E-08,55970,0.001266646,,,,,,,
9/9/16,1473379200,21954984795,September,2016,2.1955E-08,53918,0.001183769,,,,,,,
9/10/16,1473465600,22516085593,September,2016,2.25161E-08,42875,0.000965377,,,,,,,
9/11/16,1473552000,23221716092,September,2016,2.32217E-08,43345,0.001006545,,,,,,,
9/12/16,1473638400,23192092540,September,2016,2.31921E-08,45123,0.001046497,,,,,,,
9/13/16,1473724800,22172975216,September,2016,2.2173E-08,42591,0.000944369,,,,,,,
9/14/16,1473811200,21847315101,September,2016,2.18473E-08,53859,0.001176675,,,,,,,
9/15/16,1473897600,22076869309,September,2016,2.20769E-08,52622,0.001161729,,,,,,,
9/16/16,1473984000,21913132122,September,2016,2.19131E-08,57532,0.001260706,,,,,,,
9/17/16,1474070400,22349371995,September,2016,2.23494E-08,46882,0.001047783,,,,,,,
9/18/16,1474156800,22722051979,September,2016,2.27221E-08,37893,0.000861007,,,,,,,
9/19/16,1474243200,22459974842,September,2016,2.246E-08,40505,0.000909741,,,,,,,
9/20/16,1474329600,22114596899,September,2016,2.21146E-08,54067,0.00119567,,,,,,,
9/21/16,1474416000,21875371150,September,2016,2.18754E-08,44549,0.000974526,,,,,,,
9/22/16,1474502400,21998293790,September,2016,2.19983E-08,52657,0.001158364,,,,,,,
9/23/16,1474588800,36520780497,September,2016,3.65208E-08,35219,0.001286225,,,,,,,
9/24/16,1474675200,33231902597,September,2016,3.32319E-08,43418,0.001442863,,,,,,,
9/25/16,1474761600,38650733832,September,2016,3.86507E-08,38713,0.001496286,,,,,,,
9/26/16,1474848000,43188170153,September,2016,4.31882E-08,43514,0.00187929,,,,,,,
9/27/16,1474934400,35880566234,September,2016,3.58806E-08,46817,0.00167982,,,,,,,
9/28/16,1475020800,31053957466,September,2016,3.1054E-08,42797,0.001329016,,,,,,,
9/29/16,1475107200,30521640536,September,2016,3.05216E-08,40416,0.001233563,,,,,,,
9/30/16,1475193600,29817386069,September,2016,2.98174E-08,35836,0.001068536,,,,,,,
10/1/16,1475280000,27851144123,October,2016,2.78511E-08,53076,0.001478227,,,,,,,
10/2/16,1475366400,29274270351,October,2016,2.92743E-08,51105,0.001496062,,,,,,,
10/3/16,1475452800,28921116127,October,2016,2.89211E-08,47672,0.001378727,,,,,,,
10/4/16,1475539200,25719466740,October,2016,2.57195E-08,56662,0.001457316,,,,,,,
10/5/16,1475625600,25204877308,October,2016,2.52049E-08,41719,0.001051522,,,,,,,
10/6/16,1475712000,23383154022,October,2016,2.33832E-08,36826,0.000861108,,,,,,,
10/7/16,1475798400,23148248452,October,2016,2.31482E-08,43708,0.001011764,,,,,,,
10/8/16,1475884800,23382156317,October,2016,2.33822E-08,37690,0.000881273,,,,,,,
10/9/16,1475971200,24293403159,October,2016,2.42934E-08,43940,0.001067452,,,,,,,
10/10/16,1476057600,23808820587,October,2016,2.38088E-08,44940,0.001069968,,,,,,,
10/11/16,1476144000,24289033632,October,2016,2.4289E-08,41053,0.000997138,,,,,,,
10/12/16,1476230400,26037096488,October,2016,2.60371E-08,30002,0.000781165,,,,,,,
10/13/16,1476316800,74508549155,October,2016,7.45085E-08,32244,0.002402454,,,,,,,
10/14/16,1476403200,47491822159,October,2016,4.74918E-08,42006,0.001994941,,,,,,,
10/15/16,1476489600,67021626922,October,2016,6.70216E-08,33662,0.002256082,,,,,,,
10/16/16,1476576000,64860315135,October,2016,6.48603E-08,34990,0.002269462,,,,,,,
10/17/16,1476662400,62917625993,October,2016,6.29176E-08,38136,0.002399427,,,,,,,
10/18/16,1476748800,56109104953,October,2016,5.61091E-08,51898,0.00291195,,,,,,,
10/19/16,1476835200,26727015004,October,2016,2.6727E-08,38497,0.00102891,,,,,,,
10/20/16,1476921600,28388678071,October,2016,2.83887E-08,43438,0.001233147,,,,,,,
10/21/16,1477008000,27327186756,October,2016,2.73272E-08,57780,0.001578965,,,,,,,
10/22/16,1477094400,25568419660,October,2016,2.55684E-08,37772,0.00096577,,,,,,,
10/23/16,1477180800,27189463354,October,2016,2.71895E-08,35364,0.000961528,,,,,,,
10/24/16,1477267200,26738598194,October,2016,2.67386E-08,52547,0.001405033,,,,,,,
10/25/16,1477353600,25467763116,October,2016,2.54678E-08,47610,0.00121252,,,,,,,
10/26/16,1477440000,24766803093,October,2016,2.47668E-08,45158,0.001118419,,,,,,,
10/27/16,1477526400,25335805631,October,2016,2.53358E-08,44353,0.001123719,,,,,,,
10/28/16,1477612800,26393346615,October,2016,2.63933E-08,41522,0.001095905,,,,,,,
10/29/16,1477699200,26931401011,October,2016,2.69314E-08,40011,0.001077552,,,,,,,
10/30/16,1477785600,25710654068,October,2016,2.57107E-08,39435,0.0010139,,,,,,,
10/31/16,1477872000,24958279875,October,2016,2.49583E-08,45031,0.001123896,,,,,,,
11/1/16,1477958400,27306724366,November,2016,2.73067E-08,49025,0.001338712,,,,,,,
11/2/16,1478044800,24483859111,November,2016,2.44839E-08,43519,0.001065513,,,,,,,
11/3/16,1478131200,24961749448,November,2016,2.49617E-08,42346,0.00105703,,,,,,,
11/4/16,1478217600,23953353775,November,2016,2.39534E-08,32572,0.000780209,,,,,,,
11/5/16,1478304000,24196990421,November,2016,2.4197E-08,37690,0.000911985,,,,,,,
11/6/16,1478390400,24064007293,November,2016,2.4064E-08,34391,0.000827585,,,,,,,
11/7/16,1478476800,24556000429,November,2016,2.4556E-08,41941,0.001029903,,,,,,,
11/8/16,1478563200,24358801328,November,2016,2.43588E-08,41569,0.001012571,,,,,,,
11/9/16,1478649600,25674126403,November,2016,2.56741E-08,40517,0.001040239,,,,,,,
11/10/16,1478736000,24703835063,November,2016,2.47038E-08,40164,0.000992205,,,,,,,
11/11/16,1478822400,28889390493,November,2016,2.88894E-08,41070,0.001186487,,,,,,,
11/12/16,1478908800,25243993965,November,2016,2.5244E-08,40882,0.001032025,,,,,,,
11/13/16,1478995200,25168748733,November,2016,2.51687E-08,43673,0.001099195,,,,,,,
11/14/16,1479081600,24969184273,November,2016,2.49692E-08,43876,0.001095548,,,,,,,
11/15/16,1479168000,24586128040,November,2016,2.45861E-08,45330,0.001114489,,,,,,,
11/16/16,1479254400,24746018974,November,2016,2.4746E-08,41684,0.001031513,,,,,,,
11/17/16,1479340800,24334480804,November,2016,2.43345E-08,40738,0.000991338,,,,,,,
11/18/16,1479427200,24779293462,November,2016,2.47793E-08,43785,0.001084961,,,,,,,
11/19/16,1479513600,24367796634,November,2016,2.43678E-08,39289,0.000957386,,,,,,,
11/20/16,1479600000,24297865025,November,2016,2.42979E-08,42125,0.001023548,,,,,,,
11/21/16,1479686400,24827550548,November,2016,2.48276E-08,42735,0.001061005,,,,,,,
11/22/16,1479772800,23329377849,November,2016,2.33294E-08,53585,0.001250105,,,,,,,
11/23/16,1479859200,24571404785,November,2016,2.45714E-08,64289,0.001579671,,,,,,,
11/24/16,1479945600,27981297065,November,2016,2.79813E-08,36861,0.001031419,,,,,,,
11/25/16,1480032000,24440853301,November,2016,2.44409E-08,58075,0.001419403,,,,,,,
11/26/16,1480118400,24641800522,November,2016,2.46418E-08,40804,0.001005484,,,,,,,
11/27/16,1480204800,25256371561,November,2016,2.52564E-08,44449,0.00112262,,,,,,,
11/28/16,1480291200,25726139305,November,2016,2.57261E-08,48388,0.001244836,,,,,,,
11/29/16,1480377600,25163119754,November,2016,2.51631E-08,47036,0.001183573,,,,,,,
11/30/16,1480464000,23375317675,November,2016,2.33753E-08,39178,0.000915798,,,,,,,
12/1/16,1480550400,22785340768,December,2016,2.27853E-08,37121,0.000845815,,,,,,,
12/2/16,1480636800,23095222285,December,2016,2.30952E-08,41642,0.000961731,,,,,,,
12/3/16,1480723200,22832490174,December,2016,2.28325E-08,41357,0.000944283,,,,,,,
12/4/16,1480809600,22644586389,December,2016,2.26446E-08,39643,0.000897699,,,,,,,
12/5/16,1480896000,23613848731,December,2016,2.36138E-08,41613,0.000982643,,,,,,,
12/6/16,1480982400,23636815655,December,2016,2.36368E-08,48200,0.001139295,,,,,,,
12/7/16,1481068800,23374892164,December,2016,2.33749E-08,41757,0.000976065,,,,,,,
12/8/16,1481155200,9.39588E+11,December,2016,9.39588E-07,39587,0.037195483,,,,,,,
12/9/16,1481241600,22949471336,December,2016,2.29495E-08,41444,0.000951118,,,,,,,
12/10/16,1481328000,22755035263,December,2016,2.2755E-08,40564,0.000923035,,,,,,,
12/11/16,1481414400,23102362744,December,2016,2.31024E-08,39164,0.000904781,,,,,,,
12/12/16,1481500800,23597952573,December,2016,2.3598E-08,38741,0.000914208,,,,,,,
12/13/16,1481587200,22648901910,December,2016,2.26489E-08,44664,0.001011591,,,,,,,
12/14/16,1481673600,22618352558,December,2016,2.26184E-08,47294,0.001069712,,,,,,,
12/15/16,1481760000,23094151934,December,2016,2.30942E-08,46102,0.001064687,,,,,,,
12/16/16,1481846400,22992393242,December,2016,2.29924E-08,43953,0.001010585,,,,,,,
12/17/16,1481932800,23595023607,December,2016,2.3595E-08,39442,0.000930635,,,,,,,
12/18/16,1482019200,23992718388,December,2016,2.39927E-08,36640,0.000879093,,,,,,,
12/19/16,1482105600,23123514564,December,2016,2.31235E-08,45599,0.001054409,,,,,,,
12/20/16,1482192000,24119840003,December,2016,2.41198E-08,44241,0.001067086,,,,,,,
12/21/16,1482278400,23592292635,December,2016,2.35923E-08,50793,0.001198323,,,,,,,
12/22/16,1482364800,20481256826,December,2016,2.04813E-08,55173,0.001130012,,,,,,,
12/23/16,1482451200,21893017280,December,2016,2.1893E-08,44391,0.000971853,,,,,,,
12/24/16,1482537600,22905581735,December,2016,2.29056E-08,37757,0.000864846,,,,,,,
12/25/16,1482624000,22736759512,December,2016,2.27368E-08,36601,0.000832188,,,,,,,
12/26/16,1482710400,22814139095,December,2016,2.28141E-08,34565,0.000788571,,,,,,,
12/27/16,1482796800,23152519818,December,2016,2.31525E-08,42370,0.000980972,,,,,,,
12/28/16,1482883200,22822250696,December,2016,2.28223E-08,43386,0.000990166,,,,,,,
12/29/16,1482969600,23046273651,December,2016,2.30463E-08,46546,0.001072712,,,,,,,
12/30/16,1483056000,22836679784,December,2016,2.28367E-08,44561,0.001017625,,,,,,,
12/31/16,1483142400,22450276633,December,2016,2.24503E-08,41220,0.0009254,,,,,,,
1/1/17,1483228800,22502464773,January,2017,2.25025E-08,38730,0.00087152,,,,,,,
1/2/17,1483315200,22989772352,January,2017,2.29898E-08,39652,0.00091159,,,,,,,
1/3/17,1483401600,23220439902,January,2017,2.32204E-08,45883,0.001065423,,,,,,,
1/4/17,1483488000,23038159919,January,2017,2.30382E-08,50673,0.001167413,,,,,,,
1/5/17,1483574400,22939235415,January,2017,2.29392E-08,49596,0.001137694,,,,,,,
1/6/17,1483660800,23009819425,January,2017,2.30098E-08,43804,0.001007922,,,,,,,
1/7/17,1483747200,22843513981,January,2017,2.28435E-08,43622,0.00099648,,,,,,,
1/8/17,1483833600,22998988736,January,2017,2.2999E-08,42727,0.000982678,,,,,,,
1/9/17,1483920000,23091635207,January,2017,2.30916E-08,46188,0.001066556,,,,,,,
1/10/17,1484006400,22532703925,January,2017,2.25327E-08,48179,0.001085603,,,,,,,
1/11/17,1484092800,22676639926,January,2017,2.26766E-08,45221,0.00102546,,,,,,,
1/12/17,1484179200,23040753981,January,2017,2.30408E-08,50589,0.001165609,,,,,,,
1/13/17,1484265600,22119879499,January,2017,2.21199E-08,50833,0.00112442,,,,,,,
1/14/17,1484352000,22409886093,January,2017,2.24099E-08,42044,0.000942201,,,,,,,
1/15/17,1484438400,22419878847,January,2017,2.24199E-08,41748,0.000935985,,,,,,,
1/16/17,1484524800,22395773525,January,2017,2.23958E-08,45375,0.001016208,,,,,,,
1/17/17,1484611200,22742343222,January,2017,2.27423E-08,46671,0.001061408,,,,,,,
1/18/17,1484697600,22420105832,January,2017,2.24201E-08,44994,0.00100877,,,,,,,
1/19/17,1484784000,22228644380,January,2017,2.22286E-08,43628,0.000969791,,,,,,,
1/20/17,1484870400,22369863556,January,2017,2.23699E-08,45775,0.001023981,,,,,,,
